客戶,基金,基金簡稱,風險等級,金額,總金額,weight
158599,24,野村新馬基金,RR5,20000,1950000,0.010256410256410256
158599,27,野村泰國基金,RR5,100000,1950000,0.05128205128205128
158599,46,野村新興傘型之大俄羅斯基金,RR5,600000,1950000,0.3076923076923077
158599,48,野村中國機會基金,RR5,200000,1950000,0.10256410256410256
158599,51,野村巴西證券投資信託基金,RR5,400000,1950000,0.20512820512820512
158599,54,野村雙印傘型之印度潛力基金,RR5,300000,1950000,0.15384615384615385
158599,67,野村歐洲中小成長基金-累積類型新臺幣計價,RR4,10000,1950000,0.005128205128205128
158599,93,野村日本領先基金-累積類型,RR4,20000,1950000,0.010256410256410256
158667,23,野村積極成長基金,RR4,3000,3000,1.0
159058,20,野村環球基金-新臺幣計價,RR4,3000,9000,0.3333333333333333
159058,45,野村新興傘型之中東非洲基金,RR5,3000,9000,0.3333333333333333
159058,55,野村雙印傘型之印尼潛力基金,RR5,3000,9000,0.3333333333333333
159728,3,野村成長基金,RR4,5000,10000,0.5
159728,54,野村雙印傘型之印度潛力基金,RR5,5000,10000,0.5
160426,8,野村全球品牌基金,RR4,5000,20000,0.25
160426,20,野村環球基金-新臺幣計價,RR4,5000,20000,0.25
160426,37,野村全球生技醫療基金,RR4,5000,20000,0.25
160426,67,野村歐洲中小成長基金-累積類型新臺幣計價,RR4,5000,20000,0.25
161138,27,野村泰國基金,RR5,6000,6000,1.0
161201,7,野村中小基金-累積類型,RR5,30000,140000,0.21428571428571427
161201,8,野村全球品牌基金,RR4,10000,140000,0.07142857142857142
161201,17,野村亞太高股息基金-累積型新臺幣計價,RR5,0,140000,0.0
161201,23,野村積極成長基金,RR4,0,140000,0.0
161201,37,野村全球生技醫療基金,RR4,30000,140000,0.21428571428571427
161201,55,野村雙印傘型之印尼潛力基金,RR5,40000,140000,0.2857142857142857
161201,67,野村歐洲中小成長基金-累積類型新臺幣計價,RR4,30000,140000,0.21428571428571427
161461,1,野村優質基金-累積類型新臺幣計價,RR4,3000,16000,0.1875
161461,18,野村台灣運籌基金,RR4,4000,16000,0.25
161461,20,野村環球基金-新臺幣計價,RR4,3000,16000,0.1875
161461,24,野村新馬基金,RR5,6000,16000,0.375
161917,8,野村全球品牌基金,RR4,3000,19000,0.15789473684210525
161917,13,野村歐洲高股息基金-累積類型,RR4,3000,19000,0.15789473684210525
161917,20,野村環球基金-新臺幣計價,RR4,5000,19000,0.2631578947368421
161917,24,野村新馬基金,RR5,5000,19000,0.2631578947368421
161917,48,野村中國機會基金,RR5,3000,19000,0.15789473684210525
162023,7,野村中小基金-累積類型,RR5,4000,39000,0.10256410256410256
162023,8,野村全球品牌基金,RR4,8000,39000,0.20512820512820512
162023,18,野村台灣運籌基金,RR4,3000,39000,0.07692307692307693
162023,20,野村環球基金-新臺幣計價,RR4,8000,39000,0.20512820512820512
162023,54,野村雙印傘型之印度潛力基金,RR5,16000,39000,0.41025641025641024
162128,1,野村優質基金-累積類型新臺幣計價,RR4,10000,335964,0.029765093879106096
162128,4,野村平衡基金,RR4,10000,335964,0.029765093879106096
162128,5,野村 e科技基金,RR5,10000,335964,0.029765093879106096
162128,7,野村中小基金-累積類型,RR5,0,335964,0.0
162128,9,野村全球高股息基金-累積型新臺幣計價,RR4,4000,335964,0.011906037551642438
162128,19,野村鴻運基金,RR4,10000,335964,0.029765093879106096
162128,20,野村環球基金-新臺幣計價,RR4,3000,335964,0.00892952816373183
162128,21,野村鴻利基金,RR4,6000,335964,0.01785905632746366
162128,23,野村積極成長基金,RR4,10000,335964,0.029765093879106096
162128,27,野村泰國基金,RR5,0,335964,0.0
162128,28,野村高科技基金,RR5,10000,335964,0.029765093879106096
162128,37,野村全球生技醫療基金,RR4,3000,335964,0.00892952816373183
162128,46,野村新興傘型之大俄羅斯基金,RR5,3000,335964,0.00892952816373183
162128,48,野村中國機會基金,RR5,6000,335964,0.01785905632746366
162128,54,野村雙印傘型之印度潛力基金,RR5,3000,335964,0.00892952816373183
162128,55,野村雙印傘型之印尼潛力基金,RR5,6000,335964,0.01785905632746366
162128,67,野村歐洲中小成長基金-累積類型新臺幣計價,RR4,3000,335964,0.00892952816373183
162128,93,野村日本領先基金-累積類型,RR4,3000,335964,0.00892952816373183
162128,94,野村全球短期收益基金-新台幣計價,RR2,185964,335964,0.5535235918134086
162128,A3,野村核心配置多重資產基金-累積類型新臺幣計價,RR3,0,335964,0.0
162128,E8,野村新興收益傘型基金之中國境內新興債券基金-累積類型新臺幣計?,RR3,50000,335964,0.14882546939553049
308266,A9,野村亞太新興債券基金-累積類型新臺幣計價,RR3,3000,23309,0.1287056501780428
308266,B1,野村亞太新興債券基金-配息類型新臺幣計價,RR3,185,23309,0.007936848427645974
308266,19,野村鴻運基金,RR4,3000,23309,0.1287056501780428
308266,20,野村環球基金-新臺幣計價,RR4,3000,23309,0.1287056501780428
308266,37,野村全球生技醫療基金,RR4,6000,23309,0.2574113003560856
308266,49,野村全球美元投資級公司債基金-累積型,RR2,3000,23309,0.1287056501780428
308266,50,野村全球美元投資級公司債基金-月配類型,RR2,112,23309,0.004805010939980265
308266,60,野村環球高收益債基金-月配類型新臺幣計價,RR3,12,23309,0.0005148226007121713
308266,94,野村全球短期收益基金-新台幣計價,RR2,5000,23309,0.2145094169634047
162220,17,野村亞太高股息基金-累積型新臺幣計價,RR5,3000,6000,0.5
162220,24,野村新馬基金,RR5,3000,6000,0.5
162220,57,野村亞太複合高收益債基金-月配型新臺幣計價,RR4,0,6000,0.0
162443,8,野村全球品牌基金,RR4,6000,283975,0.021128620477154678
162443,14,野村全球不動產證券化基金-累積型新臺幣計價,RR4,9000,283975,0.031692930715732016
162443,18,野村台灣運籌基金,RR4,8000,283975,0.028171493969539572
162443,20,野村環球基金-新臺幣計價,RR4,0,283975,0.0
162443,27,野村泰國基金,RR5,33000,283975,0.11620741262435073
162443,36,野村台灣高股息基金,RR4,12000,283975,0.042257240954309355
162443,37,野村全球生技醫療基金,RR4,6000,283975,0.021128620477154678
162443,40,野村全球不動產證券化基金-月配型新臺幣計價,RR4,26000,283975,0.09155735540100361
162443,44,野村全球氣候變遷基金,RR4,22000,283975,0.07747160841623382
162443,45,野村新興傘型之中東非洲基金,RR5,6000,283975,0.021128620477154678
162443,46,野村新興傘型之大俄羅斯基金,RR5,35500,283975,0.12501100448983185
162443,48,野村中國機會基金,RR5,6000,283975,0.021128620477154678
162443,51,野村巴西證券投資信託基金,RR5,10000,283975,0.03521436746192447
162443,54,野村雙印傘型之印度潛力基金,RR5,16000,283975,0.056342987939079145
162443,55,野村雙印傘型之印尼潛力基金,RR5,20000,283975,0.07042873492384893
162443,57,野村亞太複合高收益債基金-月配型新臺幣計價,RR4,10475,283975,0.03688704991636588
162443,60,野村環球高收益債基金-月配類型新臺幣計價,RR3,22000,283975,0.07747160841623382
162443,93,野村日本領先基金-累積類型,RR4,16000,283975,0.056342987939079145
162443,94,野村全球短期收益基金-新台幣計價,RR2,20000,283975,0.07042873492384893
162971,1,野村優質基金-累積類型新臺幣計價,RR4,3000,6000,0.5
162971,7,野村中小基金-累積類型,RR5,3000,6000,0.5
162971,27,野村泰國基金,RR5,0,6000,0.0
162971,48,野村中國機會基金,RR5,0,6000,0.0
163081,7,野村中小基金-累積類型,RR5,12000,12000,1.0
163326,25,野村貨幣市場基金,RR1,0,54000,0.0
163326,37,野村全球生技醫療基金,RR4,6000,54000,0.1111111111111111
163326,46,野村新興傘型之大俄羅斯基金,RR5,3000,54000,0.05555555555555555
163326,51,野村巴西證券投資信託基金,RR5,3000,54000,0.05555555555555555
163326,54,野村雙印傘型之印度潛力基金,RR5,6000,54000,0.1111111111111111
163326,55,野村雙印傘型之印尼潛力基金,RR5,6000,54000,0.1111111111111111
163326,94,野村全球短期收益基金-新台幣計價,RR2,10000,54000,0.18518518518518517
163326,95,野村多元收益平衡基金-累積類型新臺幣計價,RR3,10000,54000,0.18518518518518517
163326,96,野村多元收益平衡基金-月配類型新臺幣計價,RR3,10000,54000,0.18518518518518517
163431,39,野村歐洲高股息基金-季配類型,RR4,10000,1545000,0.006472491909385114
163431,40,野村全球不動產證券化基金-月配型新臺幣計價,RR4,500000,1545000,0.32362459546925565
163431,41,野村亞太高股息基金-季配型新臺幣計價,RR5,10000,1545000,0.006472491909385114
163431,48,野村中國機會基金,RR5,5000,1545000,0.003236245954692557
163431,57,野村亞太複合高收益債基金-月配型新臺幣計價,RR4,10000,1545000,0.006472491909385114
163431,67,野村歐洲中小成長基金-累積類型新臺幣計價,RR4,5000,1545000,0.003236245954692557
163431,77,野村動態配置多重資產基金-月配類型新臺幣計價,RR3,500000,1545000,0.32362459546925565
163431,93,野村日本領先基金-累積類型,RR4,5000,1545000,0.003236245954692557
163431,E8,野村新興收益傘型基金之中國境內新興債券基金-累積類型新臺幣計?,RR3,500000,1545000,0.32362459546925565
310729,A9,野村亞太新興債券基金-累積類型新臺幣計價,RR3,7000,14000,0.5
310729,49,野村全球美元投資級公司債基金-累積型,RR2,7000,14000,0.5
163662,13,野村歐洲高股息基金-累積類型,RR4,3000,9000,0.3333333333333333
163662,54,野村雙印傘型之印度潛力基金,RR5,3000,9000,0.3333333333333333
163662,93,野村日本領先基金-累積類型,RR4,3000,9000,0.3333333333333333
164662,3,野村成長基金,RR4,6000,141400,0.042432814710042434
164662,8,野村全球品牌基金,RR4,3000,141400,0.021216407355021217
164662,23,野村積極成長基金,RR4,4000,141400,0.028288543140028287
164662,57,野村亞太複合高收益債基金-月配型新臺幣計價,RR4,37443,141400,0.2648019801980198
164662,88,野村美利堅高收益債證券投資信託基金-配息型新臺幣計價,RR3,63639,141400,0.45006364922206504
164662,96,野村多元收益平衡基金-月配類型新臺幣計價,RR3,12658,141400,0.08951909476661953
164662,B7,野村亞太收益多重資產基金-月配類型新臺幣計價,RR4,14660,141400,0.10367751060820368
310879,A9,野村亞太新興債券基金-累積類型新臺幣計價,RR3,3000,114000,0.02631578947368421
310879,27,野村泰國基金,RR5,0,114000,0.0
310879,37,野村全球生技醫療基金,RR4,0,114000,0.0
310879,49,野村全球美元投資級公司債基金-累積型,RR2,3000,114000,0.02631578947368421
310879,51,野村巴西證券投資信託基金,RR5,100000,114000,0.8771929824561403
310879,54,野村雙印傘型之印度潛力基金,RR5,5000,114000,0.043859649122807015
310879,55,野村雙印傘型之印尼潛力基金,RR5,3000,114000,0.02631578947368421
164735,9,野村全球高股息基金-累積型新臺幣計價,RR4,0,9000,0.0
164735,46,野村新興傘型之大俄羅斯基金,RR5,6000,9000,0.6666666666666666
164735,93,野村日本領先基金-累積類型,RR4,3000,9000,0.3333333333333333
1649,7,野村中小基金-累積類型,RR5,0,6000,0.0
1649,27,野村泰國基金,RR5,0,6000,0.0
1649,37,野村全球生技醫療基金,RR4,6000,6000,1.0
164970,8,野村全球品牌基金,RR4,5000,32000,0.15625
164970,17,野村亞太高股息基金-累積型新臺幣計價,RR5,5000,32000,0.15625
164970,48,野村中國機會基金,RR5,7000,32000,0.21875
164970,51,野村巴西證券投資信託基金,RR5,15000,32000,0.46875
165239,60,野村環球高收益債基金-月配類型新臺幣計價,RR3,10000,17000,0.5882352941176471
165239,93,野村日本領先基金-累積類型,RR4,7000,17000,0.4117647058823529
165259,21,野村鴻利基金,RR4,8000,23000,0.34782608695652173
165259,36,野村台灣高股息基金,RR4,5000,23000,0.21739130434782608
165259,48,野村中國機會基金,RR5,10000,23000,0.43478260869565216
165270,27,野村泰國基金,RR5,5000,5000,1.0
165491,18,野村台灣運籌基金,RR4,15000,161000,0.09316770186335403
165491,20,野村環球基金-新臺幣計價,RR4,15000,161000,0.09316770186335403
165491,27,野村泰國基金,RR5,10000,161000,0.062111801242236024
165491,37,野村全球生技醫療基金,RR4,15000,161000,0.09316770186335403
165491,45,野村新興傘型之中東非洲基金,RR5,3000,161000,0.018633540372670808
165491,46,野村新興傘型之大俄羅斯基金,RR5,8000,161000,0.049689440993788817
165491,48,野村中國機會基金,RR5,15000,161000,0.09316770186335403
165491,51,野村巴西證券投資信託基金,RR5,10000,161000,0.062111801242236024
165491,53,野村新興高收益債組合基金-月配型,RR3,0,161000,0.0
165491,54,野村雙印傘型之印度潛力基金,RR5,15000,161000,0.09316770186335403
165491,57,野村亞太複合高收益債基金-月配型新臺幣計價,RR4,10000,161000,0.062111801242236024
165491,60,野村環球高收益債基金-月配類型新臺幣計價,RR3,10000,161000,0.062111801242236024
165491,67,野村歐洲中小成長基金-累積類型新臺幣計價,RR4,15000,161000,0.09316770186335403
165491,88,野村美利堅高收益債證券投資信託基金-配息型新臺幣計價,RR3,10000,161000,0.062111801242236024
165491,96,野村多元收益平衡基金-月配類型新臺幣計價,RR3,10000,161000,0.062111801242236024
165951,23,野村積極成長基金,RR4,5000,10000,0.5
165951,37,野村全球生技醫療基金,RR4,5000,10000,0.5
165959,24,野村新馬基金,RR5,10000,10000,1.0
165982,20,野村環球基金-新臺幣計價,RR4,3000,6000,0.5
165982,37,野村全球生技醫療基金,RR4,3000,6000,0.5
166225,7,野村中小基金-累積類型,RR5,3000,262000,0.011450381679389313
166225,20,野村環球基金-新臺幣計價,RR4,3000,262000,0.011450381679389313
166225,21,野村鴻利基金,RR4,3000,262000,0.011450381679389313
166225,23,野村積極成長基金,RR4,4000,262000,0.015267175572519083
166225,24,野村新馬基金,RR5,3000,262000,0.011450381679389313
166225,27,野村泰國基金,RR5,5000,262000,0.019083969465648856
166225,37,野村全球生技醫療基金,RR4,8000,262000,0.030534351145038167
166225,40,野村全球不動產證券化基金-月配型新臺幣計價,RR4,10000,262000,0.03816793893129771
166225,46,野村新興傘型之大俄羅斯基金,RR5,5000,262000,0.019083969465648856
166225,48,野村中國機會基金,RR5,5000,262000,0.019083969465648856
166225,51,野村巴西證券投資信託基金,RR5,5000,262000,0.019083969465648856
166225,54,野村雙印傘型之印度潛力基金,RR5,5000,262000,0.019083969465648856
166225,93,野村日本領先基金-累積類型,RR4,3000,262000,0.011450381679389313
166225,E8,野村新興收益傘型基金之中國境內新興債券基金-累積類型新臺幣計?,RR3,200000,262000,0.7633587786259542
312680,A9,野村亞太新興債券基金-累積類型新臺幣計價,RR3,3000,9000,0.3333333333333333
312680,1,野村優質基金-累積類型新臺幣計價,RR4,3000,9000,0.3333333333333333
312680,8,野村全球品牌基金,RR4,3000,9000,0.3333333333333333
166436,20,野村環球基金-新臺幣計價,RR4,5000,5000,1.0
166592,11,野村鑫平衡組合基金-累積類型,RR4,3000,132000,0.022727272727272728
166592,18,野村台灣運籌基金,RR4,3000,132000,0.022727272727272728
166592,20,野村環球基金-新臺幣計價,RR4,3000,132000,0.022727272727272728
166592,21,野村鴻利基金,RR4,3000,132000,0.022727272727272728
166592,37,野村全球生技醫療基金,RR4,4000,132000,0.030303030303030304
166592,54,野村雙印傘型之印度潛力基金,RR5,3000,132000,0.022727272727272728
166592,87,野村美利堅高收益債證券投資信託基金-累積型新臺幣計價,RR3,3000,132000,0.022727272727272728
166592,88,野村美利堅高收益債證券投資信託基金-配息型新臺幣計價,RR3,10000,132000,0.07575757575757576
166592,C3,野村四年階梯到期新興債-累積新臺幣計價,RR3,100000,132000,0.7575757575757576
312941,A9,野村亞太新興債券基金-累積類型新臺幣計價,RR3,150000,250000,0.6
312941,7,野村中小基金-累積類型,RR5,50000,250000,0.2
312941,46,野村新興傘型之大俄羅斯基金,RR5,0,250000,0.0
312941,55,野村雙印傘型之印尼潛力基金,RR5,0,250000,0.0
312941,56,野村亞太複合高收益債基金-累積型新臺幣計價,RR4,50000,250000,0.2
166852,23,野村積極成長基金,RR4,30000,30000,1.0
167212,8,野村全球品牌基金,RR4,6000,41000,0.14634146341463414
167212,10,野村鑫全球債券組合基金-累積類型,RR3,5000,41000,0.12195121951219512
167212,17,野村亞太高股息基金-累積型新臺幣計價,RR5,10000,41000,0.24390243902439024
167212,18,野村台灣運籌基金,RR4,5000,41000,0.12195121951219512
167212,36,野村台灣高股息基金,RR4,10000,41000,0.24390243902439024
167212,48,野村中國機會基金,RR5,5000,41000,0.12195121951219512
167262,20,野村環球基金-新臺幣計價,RR4,3000,706000,0.00424929178470255
167262,36,野村台灣高股息基金,RR4,3000,706000,0.00424929178470255
167262,96,野村多元收益平衡基金-月配類型新臺幣計價,RR3,200000,706000,0.28328611898017
167262,C4,野村四年階梯到期新興債-配息新臺幣計價,RR3,200000,706000,0.28328611898017
167262,E8,野村新興收益傘型基金之中國境內新興債券基金-累積類型新臺幣計?,RR3,100000,706000,0.141643059490085
167262,F4,野村新興收益傘型基金之邊境市場高收益主權債基金-月配類型新臺?,RR4,200000,706000,0.28328611898017
312950,A9,野村亞太新興債券基金-累積類型新臺幣計價,RR3,76278,324261,0.2352364299129405
312950,1,野村優質基金-累積類型新臺幣計價,RR4,10000,324261,0.030839354717341894
312950,13,野村歐洲高股息基金-累積類型,RR4,10000,324261,0.030839354717341894
312950,18,野村台灣運籌基金,RR4,10000,324261,0.030839354717341894
312950,20,野村環球基金-新臺幣計價,RR4,10000,324261,0.030839354717341894
312950,27,野村泰國基金,RR5,12000,324261,0.03700722566081027
312950,37,野村全球生技醫療基金,RR4,10000,324261,0.030839354717341894
312950,46,野村新興傘型之大俄羅斯基金,RR5,30000,324261,0.09251806415202568
312950,48,野村中國機會基金,RR5,10000,324261,0.030839354717341894
312950,54,野村雙印傘型之印度潛力基金,RR5,10000,324261,0.030839354717341894
312950,55,野村雙印傘型之印尼潛力基金,RR5,10000,324261,0.030839354717341894
312950,94,野村全球短期收益基金-新台幣計價,RR2,125983,324261,0.3885234425354884
314178,A9,野村亞太新興債券基金-累積類型新臺幣計價,RR3,199830,229830,0.8694687377626942
314178,5,野村 e科技基金,RR5,10000,229830,0.043510420745768615
314178,18,野村台灣運籌基金,RR4,20000,229830,0.08702084149153723
314178,56,野村亞太複合高收益債基金-累積型新臺幣計價,RR4,0,229830,0.0
314320,A9,野村亞太新興債券基金-累積類型新臺幣計價,RR3,38000,240000,0.15833333333333333
314320,20,野村環球基金-新臺幣計價,RR4,18000,240000,0.075
314320,37,野村全球生技醫療基金,RR4,18000,240000,0.075
314320,46,野村新興傘型之大俄羅斯基金,RR5,43000,240000,0.17916666666666667
314320,48,野村中國機會基金,RR5,24000,240000,0.1
314320,54,野村雙印傘型之印度潛力基金,RR5,18000,240000,0.075
314320,56,野村亞太複合高收益債基金-累積型新臺幣計價,RR4,41000,240000,0.17083333333333334
314320,76,野村動態配置多重資產基金-累積類型新臺幣計價,RR3,40000,240000,0.16666666666666666
167376,1,野村優質基金-累積類型新臺幣計價,RR4,3000,21000,0.14285714285714285
167376,7,野村中小基金-累積類型,RR5,3000,21000,0.14285714285714285
167376,20,野村環球基金-新臺幣計價,RR4,3000,21000,0.14285714285714285
167376,36,野村台灣高股息基金,RR4,3000,21000,0.14285714285714285
167376,37,野村全球生技醫療基金,RR4,3000,21000,0.14285714285714285
167376,48,野村中國機會基金,RR5,3000,21000,0.14285714285714285
167376,54,野村雙印傘型之印度潛力基金,RR5,3000,21000,0.14285714285714285
167396,1,野村優質基金-累積類型新臺幣計價,RR4,20000,53000,0.37735849056603776
167396,8,野村全球品牌基金,RR4,3000,53000,0.05660377358490566
167396,9,野村全球高股息基金-累積型新臺幣計價,RR4,10000,53000,0.18867924528301888
167396,14,野村全球不動產證券化基金-累積型新臺幣計價,RR4,5000,53000,0.09433962264150944
167396,20,野村環球基金-新臺幣計價,RR4,3000,53000,0.05660377358490566
167396,24,野村新馬基金,RR5,0,53000,0.0
167396,37,野村全球生技醫療基金,RR4,6000,53000,0.11320754716981132
167396,44,野村全球氣候變遷基金,RR4,0,53000,0.0
167396,48,野村中國機會基金,RR5,6000,53000,0.11320754716981132
167396,67,野村歐洲中小成長基金-累積類型新臺幣計價,RR4,0,53000,0.0
167397,18,野村台灣運籌基金,RR4,3000,6000,0.5
167397,27,野村泰國基金,RR5,3000,6000,0.5
167892,20,野村環球基金-新臺幣計價,RR4,5000,213000,0.023474178403755867
167892,48,野村中國機會基金,RR5,3000,213000,0.014084507042253521
167892,54,野村雙印傘型之印度潛力基金,RR5,5000,213000,0.023474178403755867
167892,E8,野村新興收益傘型基金之中國境內新興債券基金-累積類型新臺幣計?,RR3,200000,213000,0.9389671361502347
315989,A9,野村亞太新興債券基金-累積類型新臺幣計價,RR3,5000,11000,0.45454545454545453
315989,20,野村環球基金-新臺幣計價,RR4,3000,11000,0.2727272727272727
315989,67,野村歐洲中小成長基金-累積類型新臺幣計價,RR4,3000,11000,0.2727272727272727
167965,1,野村優質基金-累積類型新臺幣計價,RR4,5000,30000,0.16666666666666666
167965,3,野村成長基金,RR4,5000,30000,0.16666666666666666
167965,7,野村中小基金-累積類型,RR5,5000,30000,0.16666666666666666
167965,18,野村台灣運籌基金,RR4,5000,30000,0.16666666666666666
167965,27,野村泰國基金,RR5,0,30000,0.0
167965,28,野村高科技基金,RR5,5000,30000,0.16666666666666666
167965,37,野村全球生技醫療基金,RR4,5000,30000,0.16666666666666666
168008,23,野村積極成長基金,RR4,3000,3000,1.0
168284,93,野村日本領先基金-累積類型,RR4,6000,6000,1.0
168440,28,野村高科技基金,RR5,5000,5000,1.0
168766,21,野村鴻利基金,RR4,0,0,
168766,24,野村新馬基金,RR5,0,0,
168766,37,野村全球生技醫療基金,RR4,0,0,
169021,55,野村雙印傘型之印尼潛力基金,RR5,6000,6000,1.0
169024,52,野村新興高收益債組合基金-累積型,RR3,3000,3000,1.0
169133,23,野村積極成長基金,RR4,4000,12000,0.3333333333333333
169133,54,野村雙印傘型之印度潛力基金,RR5,5000,12000,0.4166666666666667
169133,93,野村日本領先基金-累積類型,RR4,3000,12000,0.25
169183,23,野村積極成長基金,RR4,3000,6000,0.5
169183,37,野村全球生技醫療基金,RR4,3000,6000,0.5
16960,14,野村全球不動產證券化基金-累積型新臺幣計價,RR4,10000,10121,0.9880446596186148
16960,24,野村新馬基金,RR5,0,10121,0.0
16960,40,野村全球不動產證券化基金-月配型新臺幣計價,RR4,121,10121,0.01195534038138524
169961,7,野村中小基金-累積類型,RR5,0,15000,0.0
169961,18,野村台灣運籌基金,RR4,5000,15000,0.3333333333333333
169961,51,野村巴西證券投資信託基金,RR5,10000,15000,0.6666666666666666
170835,5,野村 e科技基金,RR5,5000,72000,0.06944444444444445
170835,7,野村中小基金-累積類型,RR5,5000,72000,0.06944444444444445
170835,8,野村全球品牌基金,RR4,10000,72000,0.1388888888888889
170835,18,野村台灣運籌基金,RR4,5000,72000,0.06944444444444445
170835,27,野村泰國基金,RR5,5000,72000,0.06944444444444445
170835,36,野村台灣高股息基金,RR4,5000,72000,0.06944444444444445
170835,37,野村全球生技醫療基金,RR4,5000,72000,0.06944444444444445
170835,46,野村新興傘型之大俄羅斯基金,RR5,6000,72000,0.08333333333333333
170835,48,野村中國機會基金,RR5,5000,72000,0.06944444444444445
170835,51,野村巴西證券投資信託基金,RR5,6000,72000,0.08333333333333333
170835,54,野村雙印傘型之印度潛力基金,RR5,5000,72000,0.06944444444444445
170835,67,野村歐洲中小成長基金-累積類型新臺幣計價,RR4,5000,72000,0.06944444444444445
170835,93,野村日本領先基金-累積類型,RR4,5000,72000,0.06944444444444445
170875,24,野村新馬基金,RR5,5000,15000,0.3333333333333333
170875,37,野村全球生技醫療基金,RR4,5000,15000,0.3333333333333333
170875,93,野村日本領先基金-累積類型,RR4,5000,15000,0.3333333333333333
171043,24,野村新馬基金,RR5,3000,3000,1.0
171692,20,野村環球基金-新臺幣計價,RR4,5000,223000,0.02242152466367713
171692,48,野村中國機會基金,RR5,3000,223000,0.013452914798206279
171692,60,野村環球高收益債基金-月配類型新臺幣計價,RR3,10000,223000,0.04484304932735426
171692,C9,野村優質基金-S類型新臺幣計價,RR5,250,223000,0.0011210762331838565
171692,D3,野村鑫全球債券組合基金-S類型,RR3,500,223000,0.002242152466367713
171692,D4,野村鑫平衡組合基金-S類型,RR4,500,223000,0.002242152466367713
171692,D7,野村環球基金-S類型新臺幣計價,RR5,2750,223000,0.01233183856502242
171692,E3,野村動態配置多重資產基金-S類型新臺幣計價,RR3,1000,223000,0.004484304932735426
171692,E8,野村新興收益傘型基金之中國境內新興債券基金-累積類型新臺幣計?,RR3,200000,223000,0.8968609865470852
316447,A9,野村亞太新興債券基金-累積類型新臺幣計價,RR3,0,151000,0.0
316447,5,野村 e科技基金,RR5,6000,151000,0.039735099337748346
316447,7,野村中小基金-累積類型,RR5,30000,151000,0.1986754966887417
316447,20,野村環球基金-新臺幣計價,RR4,15000,151000,0.09933774834437085
316447,48,野村中國機會基金,RR5,0,151000,0.0
316447,56,野村亞太複合高收益債基金-累積型新臺幣計價,RR4,100000,151000,0.6622516556291391
316447,94,野村全球短期收益基金-新台幣計價,RR2,0,151000,0.0
317362,A9,野村亞太新興債券基金-累積類型新臺幣計價,RR3,200000,310000,0.6451612903225806
317362,20,野村環球基金-新臺幣計價,RR4,5000,310000,0.016129032258064516
317362,37,野村全球生技醫療基金,RR4,0,310000,0.0
317362,46,野村新興傘型之大俄羅斯基金,RR5,45000,310000,0.14516129032258066
317362,48,野村中國機會基金,RR5,5000,310000,0.016129032258064516
317362,51,野村巴西證券投資信託基金,RR5,0,310000,0.0
317362,54,野村雙印傘型之印度潛力基金,RR5,5000,310000,0.016129032258064516
317362,56,野村亞太複合高收益債基金-累積型新臺幣計價,RR4,0,310000,0.0
317362,E8,野村新興收益傘型基金之中國境內新興債券基金-累積類型新臺幣計?,RR3,50000,310000,0.16129032258064516
318340,A9,野村亞太新興債券基金-累積類型新臺幣計價,RR3,6000,23000,0.2608695652173913
318340,48,野村中國機會基金,RR5,6000,23000,0.2608695652173913
318340,54,野村雙印傘型之印度潛力基金,RR5,8000,23000,0.34782608695652173
318340,95,野村多元收益平衡基金-累積類型新臺幣計價,RR3,3000,23000,0.13043478260869565
72132,A9,野村亞太新興債券基金-累積類型新臺幣計價,RR3,3000,27000,0.1111111111111111
72132,7,野村中小基金-累積類型,RR5,3000,27000,0.1111111111111111
72132,8,野村全球品牌基金,RR4,3000,27000,0.1111111111111111
72132,14,野村全球不動產證券化基金-累積型新臺幣計價,RR4,3000,27000,0.1111111111111111
72132,17,野村亞太高股息基金-累積型新臺幣計價,RR5,3000,27000,0.1111111111111111
72132,20,野村環球基金-新臺幣計價,RR4,3000,27000,0.1111111111111111
72132,37,野村全球生技醫療基金,RR4,3000,27000,0.1111111111111111
72132,44,野村全球氣候變遷基金,RR4,3000,27000,0.1111111111111111
72132,49,野村全球美元投資級公司債基金-累積型,RR2,3000,27000,0.1111111111111111
96125,A9,野村亞太新興債券基金-累積類型新臺幣計價,RR3,0,56388,0.0
96125,D3,野村鑫全球債券組合基金-S類型,RR3,11000,56388,0.19507696673051003
96125,D4,野村鑫平衡組合基金-S類型,RR4,1000,56388,0.01773426970277364
96125,D7,野村環球基金-S類型新臺幣計價,RR5,2000,56388,0.03546853940554728
96125,D8,野村新興高收益債組合基金-S類型,RR3,250,56388,0.00443356742569341
96125,E3,野村動態配置多重資產基金-S類型新臺幣計價,RR3,2000,56388,0.03546853940554728
96125,E7,野村核心配置多重資產基金-S類型新臺幣計價,RR3,2000,56388,0.03546853940554728
96125,5,野村 e科技基金,RR5,3000,56388,0.05320280910832092
96125,20,野村環球基金-新臺幣計價,RR4,3000,56388,0.05320280910832092
96125,27,野村泰國基金,RR5,0,56388,0.0
96125,46,野村新興傘型之大俄羅斯基金,RR5,9000,56388,0.15960842732496275
96125,48,野村中國機會基金,RR5,14888,56388,0.26402780733489395
96125,49,野村全球美元投資級公司債基金-累積型,RR2,3000,56388,0.05320280910832092
96125,52,野村新興高收益債組合基金-累積型,RR3,250,56388,0.00443356742569341
96125,54,野村雙印傘型之印度潛力基金,RR5,3000,56388,0.05320280910832092
