客戶,基金,基金簡稱,風險等級,金額,總金額,weight
311780,67,野村歐洲中小成長基金-累積類型新臺幣計價,RR4,4000,19000,0.21052631578947367
311840,3,野村成長基金,RR4,6000,18000,0.3333333333333333
311840,7,野村中小基金-累積類型,RR5,0,18000,0.0
311840,18,野村台灣運籌基金,RR4,6000,18000,0.3333333333333333
311840,37,野村全球生技醫療基金,RR4,6000,18000,0.3333333333333333
311859,1,野村優質基金-累積類型新臺幣計價,RR4,4000,94000,0.0425531914893617
311859,18,野村台灣運籌基金,RR4,30000,94000,0.3191489361702128
311859,23,野村積極成長基金,RR4,20000,94000,0.2127659574468085
311859,27,野村泰國基金,RR5,4000,94000,0.0425531914893617
311859,36,野村台灣高股息基金,RR4,3000,94000,0.031914893617021274
311859,37,野村全球生技醫療基金,RR4,3000,94000,0.031914893617021274
311859,46,野村新興傘型之大俄羅斯基金,RR5,30000,94000,0.3191489361702128
311864,20,野村環球基金-新臺幣計價,RR4,6000,28000,0.21428571428571427
311864,27,野村泰國基金,RR5,6000,28000,0.21428571428571427
311864,46,野村新興傘型之大俄羅斯基金,RR5,3000,28000,0.10714285714285714
311864,48,野村中國機會基金,RR5,3000,28000,0.10714285714285714
311864,96,野村多元收益平衡基金-月配類型新臺幣計價,RR3,10000,28000,0.35714285714285715
311865,20,野村環球基金-新臺幣計價,RR4,3000,9000,0.3333333333333333
311865,44,野村全球氣候變遷基金,RR4,0,9000,0.0
311865,48,野村中國機會基金,RR5,3000,9000,0.3333333333333333
311865,76,野村動態配置多重資產基金-累積類型新臺幣計價,RR3,3000,9000,0.3333333333333333
311867,7,野村中小基金-累積類型,RR5,3000,11000,0.2727272727272727
311867,37,野村全球生技醫療基金,RR4,5000,11000,0.45454545454545453
311867,55,野村雙印傘型之印尼潛力基金,RR5,3000,11000,0.2727272727272727
311867,67,野村歐洲中小成長基金-累積類型新臺幣計價,RR4,0,11000,0.0
311874,5,野村 e科技基金,RR5,5000,25000,0.2
311874,7,野村中小基金-累積類型,RR5,20000,25000,0.8
311886,8,野村全球品牌基金,RR4,3000,15000,0.2
311886,20,野村環球基金-新臺幣計價,RR4,3000,15000,0.2
311886,27,野村泰國基金,RR5,3000,15000,0.2
311886,45,野村新興傘型之中東非洲基金,RR5,3000,15000,0.2
311886,46,野村新興傘型之大俄羅斯基金,RR5,3000,15000,0.2
311887,5,野村 e科技基金,RR5,20000,60000,0.3333333333333333
311887,18,野村台灣運籌基金,RR4,0,60000,0.0
311887,19,野村鴻運基金,RR4,20000,60000,0.3333333333333333
311887,20,野村環球基金-新臺幣計價,RR4,20000,60000,0.3333333333333333
311887,37,野村全球生技醫療基金,RR4,0,60000,0.0
311895,46,野村新興傘型之大俄羅斯基金,RR5,6000,12000,0.5
311895,48,野村中國機會基金,RR5,3000,12000,0.25
311895,54,野村雙印傘型之印度潛力基金,RR5,3000,12000,0.25
311903,1,野村優質基金-累積類型新臺幣計價,RR4,10000,54000,0.18518518518518517
311903,7,野村中小基金-累積類型,RR5,10000,54000,0.18518518518518517
311903,18,野村台灣運籌基金,RR4,10000,54000,0.18518518518518517
311903,23,野村積極成長基金,RR4,10000,54000,0.18518518518518517
311903,37,野村全球生技醫療基金,RR4,8000,54000,0.14814814814814814
311903,56,野村亞太複合高收益債基金-累積型新臺幣計價,RR4,6000,54000,0.1111111111111111
311953,18,野村台灣運籌基金,RR4,3000,245000,0.012244897959183673
311953,20,野村環球基金-新臺幣計價,RR4,3000,245000,0.012244897959183673
311953,54,野村雙印傘型之印度潛力基金,RR5,3000,245000,0.012244897959183673
311953,55,野村雙印傘型之印尼潛力基金,RR5,230000,245000,0.9387755102040817
311953,56,野村亞太複合高收益債基金-累積型新臺幣計價,RR4,3000,245000,0.012244897959183673
311953,87,野村美利堅高收益債證券投資信託基金-累積型新臺幣計價,RR3,3000,245000,0.012244897959183673
311970,5,野村 e科技基金,RR5,3000,340189,0.008818627292475654
311970,18,野村台灣運籌基金,RR4,3000,340189,0.008818627292475654
311970,20,野村環球基金-新臺幣計價,RR4,53000,340189,0.15579574883373654
311970,22,野村鴻揚貨幣市場基金,RR1,146189,340189,0.42972876841990776
311970,27,野村泰國基金,RR5,46000,340189,0.13521895181796
311970,46,野村新興傘型之大俄羅斯基金,RR5,3000,340189,0.008818627292475654
311970,48,野村中國機會基金,RR5,53000,340189,0.15579574883373654
311970,67,野村歐洲中小成長基金-累積類型新臺幣計價,RR4,10000,340189,0.029395424308252177
311970,93,野村日本領先基金-累積類型,RR4,23000,340189,0.06760947590898
311979,27,野村泰國基金,RR5,3000,3000,1.0
311997,20,野村環球基金-新臺幣計價,RR4,3000,3000,1.0
312012,1,野村優質基金-累積類型新臺幣計價,RR4,8000,45000,0.17777777777777778
312012,3,野村成長基金,RR4,5000,45000,0.1111111111111111
312012,8,野村全球品牌基金,RR4,5000,45000,0.1111111111111111
312012,18,野村台灣運籌基金,RR4,5000,45000,0.1111111111111111
312012,19,野村鴻運基金,RR4,3000,45000,0.06666666666666667
312012,20,野村環球基金-新臺幣計價,RR4,5000,45000,0.1111111111111111
312012,28,野村高科技基金,RR5,3000,45000,0.06666666666666667
312012,36,野村台灣高股息基金,RR4,3000,45000,0.06666666666666667
312012,54,野村雙印傘型之印度潛力基金,RR5,5000,45000,0.1111111111111111
312012,93,野村日本領先基金-累積類型,RR4,3000,45000,0.06666666666666667
312022,18,野村台灣運籌基金,RR4,3000,15000,0.2
312022,20,野村環球基金-新臺幣計價,RR4,3000,15000,0.2
312022,27,野村泰國基金,RR5,3000,15000,0.2
312022,54,野村雙印傘型之印度潛力基金,RR5,3000,15000,0.2
312022,67,野村歐洲中小成長基金-累積類型新臺幣計價,RR4,3000,15000,0.2
312033,1,野村優質基金-累積類型新臺幣計價,RR4,10000,160000,0.0625
312033,5,野村 e科技基金,RR5,30000,160000,0.1875
312033,7,野村中小基金-累積類型,RR5,10000,160000,0.0625
312033,8,野村全球品牌基金,RR4,0,160000,0.0
312033,20,野村環球基金-新臺幣計價,RR4,5000,160000,0.03125
312033,27,野村泰國基金,RR5,5000,160000,0.03125
312033,51,野村巴西證券投資信託基金,RR5,50000,160000,0.3125
312033,54,野村雙印傘型之印度潛力基金,RR5,45000,160000,0.28125
312033,67,野村歐洲中小成長基金-累積類型新臺幣計價,RR4,5000,160000,0.03125
312052,27,野村泰國基金,RR5,5000,20000,0.25
312052,46,野村新興傘型之大俄羅斯基金,RR5,5000,20000,0.25
312052,54,野村雙印傘型之印度潛力基金,RR5,5000,20000,0.25
312052,55,野村雙印傘型之印尼潛力基金,RR5,5000,20000,0.25
312058,5,野村 e科技基金,RR5,20000,30000,0.6666666666666666
312058,18,野村台灣運籌基金,RR4,10000,30000,0.3333333333333333
312064,3,野村成長基金,RR4,3000,16376,0.18319491939423546
312064,7,野村中小基金-累積類型,RR5,3000,16376,0.18319491939423546
312064,60,野村環球高收益債基金-月配類型新臺幣計價,RR3,10376,16376,0.633610161211529
312065,57,野村亞太複合高收益債基金-月配型新臺幣計價,RR4,1221963,1221963,1.0
312065,60,野村環球高收益債基金-月配類型新臺幣計價,RR3,0,1221963,0.0
312100,7,野村中小基金-累積類型,RR5,3000,12000,0.25
312100,14,野村全球不動產證券化基金-累積型新臺幣計價,RR4,3000,12000,0.25
312100,18,野村台灣運籌基金,RR4,3000,12000,0.25
312100,45,野村新興傘型之中東非洲基金,RR5,3000,12000,0.25
312105,5,野村 e科技基金,RR5,20000,130000,0.15384615384615385
312105,18,野村台灣運籌基金,RR4,10000,130000,0.07692307692307693
312105,46,野村新興傘型之大俄羅斯基金,RR5,100000,130000,0.7692307692307693
312124,7,野村中小基金-累積類型,RR5,5000,5000,1.0
312152,3,野村成長基金,RR4,10000,25000,0.4
312152,18,野村台灣運籌基金,RR4,15000,25000,0.6
312155,37,野村全球生技醫療基金,RR4,0,0,
312167,7,野村中小基金-累積類型,RR5,6000,50000,0.12
312167,18,野村台灣運籌基金,RR4,8000,50000,0.16
312167,19,野村鴻運基金,RR4,8000,50000,0.16
312167,36,野村台灣高股息基金,RR4,10000,50000,0.2
312167,37,野村全球生技醫療基金,RR4,6000,50000,0.12
312167,46,野村新興傘型之大俄羅斯基金,RR5,6000,50000,0.12
312167,93,野村日本領先基金-累積類型,RR4,6000,50000,0.12
312195,1,野村優質基金-累積類型新臺幣計價,RR4,3000,18000,0.16666666666666666
312195,5,野村 e科技基金,RR5,6000,18000,0.3333333333333333
312195,7,野村中小基金-累積類型,RR5,3000,18000,0.16666666666666666
312195,18,野村台灣運籌基金,RR4,3000,18000,0.16666666666666666
312195,19,野村鴻運基金,RR4,0,18000,0.0
312195,36,野村台灣高股息基金,RR4,3000,18000,0.16666666666666666
312195,48,野村中國機會基金,RR5,0,18000,0.0
312195,54,野村雙印傘型之印度潛力基金,RR5,0,18000,0.0
312196,1,野村優質基金-累積類型新臺幣計價,RR4,3000,12000,0.25
312196,5,野村 e科技基金,RR5,3000,12000,0.25
312196,7,野村中小基金-累積類型,RR5,3000,12000,0.25
312196,18,野村台灣運籌基金,RR4,0,12000,0.0
312196,36,野村台灣高股息基金,RR4,3000,12000,0.25
312237,5,野村 e科技基金,RR5,3000,3000,1.0
312247,7,野村中小基金-累積類型,RR5,5000,10000,0.5
312247,21,野村鴻利基金,RR4,5000,10000,0.5
312250,7,野村中小基金-累積類型,RR5,5000,5000,1.0
312253,1,野村優質基金-累積類型新臺幣計價,RR4,3000,3000,1.0
312262,1,野村優質基金-累積類型新臺幣計價,RR4,6000,6000,1.0
312269,7,野村中小基金-累積類型,RR5,10000,10000,1.0
312288,8,野村全球品牌基金,RR4,10000,39000,0.2564102564102564
312288,20,野村環球基金-新臺幣計價,RR4,10000,39000,0.2564102564102564
312288,37,野村全球生技醫療基金,RR4,9000,39000,0.23076923076923078
312288,48,野村中國機會基金,RR5,10000,39000,0.2564102564102564
312291,5,野村 e科技基金,RR5,3000,63000,0.047619047619047616
312291,7,野村中小基金-累積類型,RR5,6000,63000,0.09523809523809523
312291,20,野村環球基金-新臺幣計價,RR4,3000,63000,0.047619047619047616
312291,27,野村泰國基金,RR5,3000,63000,0.047619047619047616
312291,45,野村新興傘型之中東非洲基金,RR5,9000,63000,0.14285714285714285
312291,46,野村新興傘型之大俄羅斯基金,RR5,6000,63000,0.09523809523809523
312291,48,野村中國機會基金,RR5,6000,63000,0.09523809523809523
312291,51,野村巴西證券投資信託基金,RR5,9000,63000,0.14285714285714285
312291,54,野村雙印傘型之印度潛力基金,RR5,6000,63000,0.09523809523809523
312291,55,野村雙印傘型之印尼潛力基金,RR5,6000,63000,0.09523809523809523
312291,67,野村歐洲中小成長基金-累積類型新臺幣計價,RR4,6000,63000,0.09523809523809523
312292,37,野村全球生技醫療基金,RR4,20000,85000,0.23529411764705882
312292,46,野村新興傘型之大俄羅斯基金,RR5,5000,85000,0.058823529411764705
312292,48,野村中國機會基金,RR5,5000,85000,0.058823529411764705
312292,51,野村巴西證券投資信託基金,RR5,5000,85000,0.058823529411764705
312292,54,野村雙印傘型之印度潛力基金,RR5,45000,85000,0.5294117647058824
312292,55,野村雙印傘型之印尼潛力基金,RR5,5000,85000,0.058823529411764705
312294,27,野村泰國基金,RR5,18000,23000,0.782608695652174
312294,37,野村全球生技醫療基金,RR4,0,23000,0.0
312294,48,野村中國機會基金,RR5,5000,23000,0.21739130434782608
312295,37,野村全球生技醫療基金,RR4,12000,27000,0.4444444444444444
312295,46,野村新興傘型之大俄羅斯基金,RR5,10000,27000,0.37037037037037035
312295,51,野村巴西證券投資信託基金,RR5,5000,27000,0.18518518518518517
312299,8,野村全球品牌基金,RR4,3000,6000,0.5
312299,18,野村台灣運籌基金,RR4,0,6000,0.0
312299,37,野村全球生技醫療基金,RR4,0,6000,0.0
312299,48,野村中國機會基金,RR5,3000,6000,0.5
312307,7,野村中小基金-累積類型,RR5,3000,27289,0.10993440580453663
312307,20,野村環球基金-新臺幣計價,RR4,5000,27289,0.18322400967422772
312307,46,野村新興傘型之大俄羅斯基金,RR5,10000,27289,0.36644801934845544
312307,51,野村巴西證券投資信託基金,RR5,3000,27289,0.10993440580453663
312307,54,野村雙印傘型之印度潛力基金,RR5,3000,27289,0.10993440580453663
312307,88,野村美利堅高收益債證券投資信託基金-配息型新臺幣計價,RR3,289,27289,0.010590347759170362
312307,93,野村日本領先基金-累積類型,RR4,3000,27289,0.10993440580453663
312308,37,野村全球生技醫療基金,RR4,3000,23000,0.13043478260869565
312308,46,野村新興傘型之大俄羅斯基金,RR5,0,23000,0.0
312308,51,野村巴西證券投資信託基金,RR5,0,23000,0.0
312308,57,野村亞太複合高收益債基金-月配型新臺幣計價,RR4,10000,23000,0.43478260869565216
312308,60,野村環球高收益債基金-月配類型新臺幣計價,RR3,10000,23000,0.43478260869565216
312319,1,野村優質基金-累積類型新臺幣計價,RR4,10000,30000,0.3333333333333333
312319,5,野村 e科技基金,RR5,5000,30000,0.16666666666666666
312319,18,野村台灣運籌基金,RR4,10000,30000,0.3333333333333333
312319,48,野村中國機會基金,RR5,5000,30000,0.16666666666666666
312328,3,野村成長基金,RR4,5000,5000,1.0
312330,1,野村優質基金-累積類型新臺幣計價,RR4,12000,66000,0.18181818181818182
312330,7,野村中小基金-累積類型,RR5,12000,66000,0.18181818181818182
312330,8,野村全球品牌基金,RR4,3000,66000,0.045454545454545456
312330,18,野村台灣運籌基金,RR4,15000,66000,0.22727272727272727
312330,19,野村鴻運基金,RR4,12000,66000,0.18181818181818182
312330,37,野村全球生技醫療基金,RR4,3000,66000,0.045454545454545456
312330,46,野村新興傘型之大俄羅斯基金,RR5,6000,66000,0.09090909090909091
312330,48,野村中國機會基金,RR5,0,66000,0.0
312330,51,野村巴西證券投資信託基金,RR5,3000,66000,0.045454545454545456
312338,5,野村 e科技基金,RR5,10000,18000,0.5555555555555556
312338,7,野村中小基金-累積類型,RR5,8000,18000,0.4444444444444444
312350,7,野村中小基金-累積類型,RR5,20000,120000,0.16666666666666666
312350,8,野村全球品牌基金,RR4,20000,120000,0.16666666666666666
312350,27,野村泰國基金,RR5,20000,120000,0.16666666666666666
312350,48,野村中國機會基金,RR5,20000,120000,0.16666666666666666
312350,55,野村雙印傘型之印尼潛力基金,RR5,20000,120000,0.16666666666666666
312350,59,野村環球高收益債基金-累積類型新臺幣計價,RR3,0,120000,0.0
312350,93,野村日本領先基金-累積類型,RR4,20000,120000,0.16666666666666666
312353,51,野村巴西證券投資信託基金,RR5,3000,3000,1.0
312357,18,野村台灣運籌基金,RR4,3000,26000,0.11538461538461539
312357,37,野村全球生技醫療基金,RR4,3000,26000,0.11538461538461539
312357,57,野村亞太複合高收益債基金-月配型新臺幣計價,RR4,10000,26000,0.38461538461538464
312357,67,野村歐洲中小成長基金-累積類型新臺幣計價,RR4,0,26000,0.0
312357,96,野村多元收益平衡基金-月配類型新臺幣計價,RR3,10000,26000,0.38461538461538464
312376,1,野村優質基金-累積類型新臺幣計價,RR4,3000,3000,1.0
312377,27,野村泰國基金,RR5,10000,45000,0.2222222222222222
312377,46,野村新興傘型之大俄羅斯基金,RR5,10000,45000,0.2222222222222222
312377,48,野村中國機會基金,RR5,10000,45000,0.2222222222222222
312377,54,野村雙印傘型之印度潛力基金,RR5,5000,45000,0.1111111111111111
312377,55,野村雙印傘型之印尼潛力基金,RR5,10000,45000,0.2222222222222222
312397,18,野村台灣運籌基金,RR4,5000,15000,0.3333333333333333
312397,96,野村多元收益平衡基金-月配類型新臺幣計價,RR3,10000,15000,0.6666666666666666
312412,20,野村環球基金-新臺幣計價,RR4,3000,3000,1.0
312413,1,野村優質基金-累積類型新臺幣計價,RR4,3000,24000,0.125
312413,7,野村中小基金-累積類型,RR5,3000,24000,0.125
312413,18,野村台灣運籌基金,RR4,3000,24000,0.125
312413,23,野村積極成長基金,RR4,3000,24000,0.125
312413,28,野村高科技基金,RR5,3000,24000,0.125
312413,37,野村全球生技醫療基金,RR4,3000,24000,0.125
312413,45,野村新興傘型之中東非洲基金,RR5,3000,24000,0.125
312413,54,野村雙印傘型之印度潛力基金,RR5,3000,24000,0.125
312416,18,野村台灣運籌基金,RR4,6000,6000,1.0
312422,18,野村台灣運籌基金,RR4,0,40000,0.0
312422,27,野村泰國基金,RR5,0,40000,0.0
312422,37,野村全球生技醫療基金,RR4,20000,40000,0.5
312422,48,野村中國機會基金,RR5,20000,40000,0.5
312432,18,野村台灣運籌基金,RR4,3000,8000,0.375
312432,23,野村積極成長基金,RR4,5000,8000,0.625
312440,28,野村高科技基金,RR5,3000,9000,0.3333333333333333
312440,48,野村中國機會基金,RR5,3000,9000,0.3333333333333333
312440,54,野村雙印傘型之印度潛力基金,RR5,3000,9000,0.3333333333333333
312454,18,野村台灣運籌基金,RR4,3000,3000,1.0
312455,18,野村台灣運籌基金,RR4,3000,3000,1.0
312456,8,野村全球品牌基金,RR4,6000,242000,0.024793388429752067
312456,37,野村全球生技醫療基金,RR4,10000,242000,0.04132231404958678
312456,46,野村新興傘型之大俄羅斯基金,RR5,6000,242000,0.024793388429752067
312456,48,野村中國機會基金,RR5,220000,242000,0.9090909090909091
31246,36,野村台灣高股息基金,RR4,3000,12000,0.25
31246,37,野村全球生技醫療基金,RR4,3000,12000,0.25
31246,48,野村中國機會基金,RR5,6000,12000,0.5
312465,19,野村鴻運基金,RR4,0,6936,0.0
312465,27,野村泰國基金,RR5,0,6936,0.0
312465,46,野村新興傘型之大俄羅斯基金,RR5,6936,6936,1.0
312465,54,野村雙印傘型之印度潛力基金,RR5,0,6936,0.0
312469,7,野村中小基金-累積類型,RR5,8000,16000,0.5
312469,37,野村全球生技醫療基金,RR4,8000,16000,0.5
312471,19,野村鴻運基金,RR4,3000,9000,0.3333333333333333
312471,20,野村環球基金-新臺幣計價,RR4,3000,9000,0.3333333333333333
312471,54,野村雙印傘型之印度潛力基金,RR5,3000,9000,0.3333333333333333
312473,20,野村環球基金-新臺幣計價,RR4,3000,36000,0.08333333333333333
312473,27,野村泰國基金,RR5,3000,36000,0.08333333333333333
312473,45,野村新興傘型之中東非洲基金,RR5,9000,36000,0.25
312473,46,野村新興傘型之大俄羅斯基金,RR5,6000,36000,0.16666666666666666
312473,51,野村巴西證券投資信託基金,RR5,9000,36000,0.25
312473,67,野村歐洲中小成長基金-累積類型新臺幣計價,RR4,6000,36000,0.16666666666666666
312495,20,野村環球基金-新臺幣計價,RR4,20000,40000,0.5
312495,56,野村亞太複合高收益債基金-累積型新臺幣計價,RR4,20000,40000,0.5
312498,7,野村中小基金-累積類型,RR5,3000,6000,0.5
312498,18,野村台灣運籌基金,RR4,3000,6000,0.5
312530,37,野村全球生技醫療基金,RR4,3000,3000,1.0
312531,1,野村優質基金-累積類型新臺幣計價,RR4,10000,338000,0.029585798816568046
312531,5,野村 e科技基金,RR5,3000,338000,0.008875739644970414
312531,9,野村全球高股息基金-累積型新臺幣計價,RR4,300000,338000,0.8875739644970414
312531,20,野村環球基金-新臺幣計價,RR4,3000,338000,0.008875739644970414
312531,24,野村新馬基金,RR5,3000,338000,0.008875739644970414
312531,27,野村泰國基金,RR5,3000,338000,0.008875739644970414
312531,48,野村中國機會基金,RR5,6000,338000,0.01775147928994083
312531,88,野村美利堅高收益債證券投資信託基金-配息型新臺幣計價,RR3,10000,338000,0.029585798816568046
312535,1,野村優質基金-累積類型新臺幣計價,RR4,0,33000,0.0
312535,3,野村成長基金,RR4,6000,33000,0.18181818181818182
312535,5,野村 e科技基金,RR5,3000,33000,0.09090909090909091
312535,7,野村中小基金-累積類型,RR5,6000,33000,0.18181818181818182
312535,8,野村全球品牌基金,RR4,9000,33000,0.2727272727272727
312535,28,野村高科技基金,RR5,6000,33000,0.18181818181818182
312535,36,野村台灣高股息基金,RR4,3000,33000,0.09090909090909091
312535,37,野村全球生技醫療基金,RR4,0,33000,0.0
312542,9,野村全球高股息基金-累積型新臺幣計價,RR4,3000,15000,0.2
312542,13,野村歐洲高股息基金-累積類型,RR4,3000,15000,0.2
312542,37,野村全球生技醫療基金,RR4,6000,15000,0.4
312542,46,野村新興傘型之大俄羅斯基金,RR5,3000,15000,0.2
312544,25,野村貨幣市場基金,RR1,0,0,
312547,19,野村鴻運基金,RR4,5000,5000,1.0
312556,3,野村成長基金,RR4,5000,40000,0.125
312556,7,野村中小基金-累積類型,RR5,5000,40000,0.125
312556,37,野村全球生技醫療基金,RR4,10000,40000,0.25
312556,46,野村新興傘型之大俄羅斯基金,RR5,5000,40000,0.125
312556,48,野村中國機會基金,RR5,5000,40000,0.125
312556,67,野村歐洲中小成長基金-累積類型新臺幣計價,RR4,10000,40000,0.25
312592,7,野村中小基金-累積類型,RR5,3000,21000,0.14285714285714285
312592,8,野村全球品牌基金,RR4,6000,21000,0.2857142857142857
312592,27,野村泰國基金,RR5,6000,21000,0.2857142857142857
312592,37,野村全球生技醫療基金,RR4,3000,21000,0.14285714285714285
312592,51,野村巴西證券投資信託基金,RR5,3000,21000,0.14285714285714285
312604,54,野村雙印傘型之印度潛力基金,RR5,3000,3000,1.0
312621,7,野村中小基金-累積類型,RR5,3000,44000,0.06818181818181818
312621,37,野村全球生技醫療基金,RR4,3000,44000,0.06818181818181818
312621,46,野村新興傘型之大俄羅斯基金,RR5,3000,44000,0.06818181818181818
312621,48,野村中國機會基金,RR5,10000,44000,0.22727272727272727
312621,51,野村巴西證券投資信託基金,RR5,20000,44000,0.45454545454545453
312621,93,野村日本領先基金-累積類型,RR4,5000,44000,0.11363636363636363
312638,37,野村全球生技醫療基金,RR4,3000,10000,0.3
312638,54,野村雙印傘型之印度潛力基金,RR5,7000,10000,0.7
312647,46,野村新興傘型之大俄羅斯基金,RR5,6000,6000,1.0
312647,51,野村巴西證券投資信託基金,RR5,0,6000,0.0
312653,1,野村優質基金-累積類型新臺幣計價,RR4,0,0,
312653,3,野村成長基金,RR4,0,0,
312653,18,野村台灣運籌基金,RR4,0,0,
312653,19,野村鴻運基金,RR4,0,0,
312657,20,野村環球基金-新臺幣計價,RR4,10000,10000,1.0
312665,18,野村台灣運籌基金,RR4,3000,6000,0.5
312665,20,野村環球基金-新臺幣計價,RR4,3000,6000,0.5
312665,28,野村高科技基金,RR5,0,6000,0.0
312671,27,野村泰國基金,RR5,3000,18000,0.16666666666666666
312671,37,野村全球生技醫療基金,RR4,5000,18000,0.2777777777777778
312671,77,野村動態配置多重資產基金-月配類型新臺幣計價,RR3,10000,18000,0.5555555555555556
312684,37,野村全球生技醫療基金,RR4,5000,11000,0.45454545454545453
312684,46,野村新興傘型之大俄羅斯基金,RR5,0,11000,0.0
312684,55,野村雙印傘型之印尼潛力基金,RR5,6000,11000,0.5454545454545454
312687,1,野村優質基金-累積類型新臺幣計價,RR4,0,65000,0.0
312687,5,野村 e科技基金,RR5,10000,65000,0.15384615384615385
312687,7,野村中小基金-累積類型,RR5,10000,65000,0.15384615384615385
312687,18,野村台灣運籌基金,RR4,10000,65000,0.15384615384615385
312687,20,野村環球基金-新臺幣計價,RR4,15000,65000,0.23076923076923078
312687,46,野村新興傘型之大俄羅斯基金,RR5,10000,65000,0.15384615384615385
312687,48,野村中國機會基金,RR5,5000,65000,0.07692307692307693
312687,55,野村雙印傘型之印尼潛力基金,RR5,5000,65000,0.07692307692307693
312739,1,野村優質基金-累積類型新臺幣計價,RR4,0,26000,0.0
312739,5,野村 e科技基金,RR5,5000,26000,0.19230769230769232
312739,7,野村中小基金-累積類型,RR5,3000,26000,0.11538461538461539
312739,18,野村台灣運籌基金,RR4,0,26000,0.0
312739,19,野村鴻運基金,RR4,3000,26000,0.11538461538461539
312739,20,野村環球基金-新臺幣計價,RR4,3000,26000,0.11538461538461539
312739,28,野村高科技基金,RR5,3000,26000,0.11538461538461539
312739,36,野村台灣高股息基金,RR4,0,26000,0.0
312739,37,野村全球生技醫療基金,RR4,0,26000,0.0
312739,46,野村新興傘型之大俄羅斯基金,RR5,0,26000,0.0
312739,48,野村中國機會基金,RR5,3000,26000,0.11538461538461539
312739,51,野村巴西證券投資信託基金,RR5,3000,26000,0.11538461538461539
312739,54,野村雙印傘型之印度潛力基金,RR5,3000,26000,0.11538461538461539
312756,1,野村優質基金-累積類型新臺幣計價,RR4,9000,37000,0.24324324324324326
312756,7,野村中小基金-累積類型,RR5,6000,37000,0.16216216216216217
312756,18,野村台灣運籌基金,RR4,6000,37000,0.16216216216216217
312756,19,野村鴻運基金,RR4,6000,37000,0.16216216216216217
312756,57,野村亞太複合高收益債基金-月配型新臺幣計價,RR4,10000,37000,0.2702702702702703
312760,37,野村全球生技醫療基金,RR4,3000,3000,1.0
312780,18,野村台灣運籌基金,RR4,20000,1020000,0.0196078431372549
312780,E8,野村新興收益傘型基金之中國境內新興債券基金-累積類型新臺幣計?,RR3,500000,1020000,0.49019607843137253
312780,F3,野村新興收益傘型基金之邊境市場高收益主權債基金-累積類型新臺?,RR4,500000,1020000,0.49019607843137253
312803,37,野村全球生技醫療基金,RR4,3000,9000,0.3333333333333333
312803,46,野村新興傘型之大俄羅斯基金,RR5,3000,9000,0.3333333333333333
312803,51,野村巴西證券投資信託基金,RR5,3000,9000,0.3333333333333333
312808,7,野村中小基金-累積類型,RR5,12000,60000,0.2
312808,36,野村台灣高股息基金,RR4,30000,60000,0.5
312808,51,野村巴西證券投資信託基金,RR5,18000,60000,0.3
312811,20,野村環球基金-新臺幣計價,RR4,3000,6000,0.5
312811,37,野村全球生技醫療基金,RR4,3000,6000,0.5
312812,7,野村中小基金-累積類型,RR5,10000,50000,0.2
312812,27,野村泰國基金,RR5,10000,50000,0.2
312812,37,野村全球生技醫療基金,RR4,10000,50000,0.2
312812,46,野村新興傘型之大俄羅斯基金,RR5,10000,50000,0.2
312812,51,野村巴西證券投資信託基金,RR5,10000,50000,0.2
312828,27,野村泰國基金,RR5,30077,58157,0.5171690424196571
312828,37,野村全球生技醫療基金,RR4,0,58157,0.0
312828,54,野村雙印傘型之印度潛力基金,RR5,4000,58157,0.06877933868665853
312828,57,野村亞太複合高收益債基金-月配型新臺幣計價,RR4,0,58157,0.0
312828,96,野村多元收益平衡基金-月配類型新臺幣計價,RR3,24080,58157,0.41405161889368436
312836,8,野村全球品牌基金,RR4,5000,12000,0.4166666666666667
312836,36,野村台灣高股息基金,RR4,7000,12000,0.5833333333333334
312864,3,野村成長基金,RR4,0,12513,0.0
312864,20,野村環球基金-新臺幣計價,RR4,4013,12513,0.32070646527611285
312864,23,野村積極成長基金,RR4,4151,12513,0.33173499560457126
312864,44,野村全球氣候變遷基金,RR4,4349,12513,0.3475585391193159
312871,46,野村新興傘型之大俄羅斯基金,RR5,4000,19000,0.21052631578947367
312871,48,野村中國機會基金,RR5,3000,19000,0.15789473684210525
312871,51,野村巴西證券投資信託基金,RR5,3000,19000,0.15789473684210525
312871,54,野村雙印傘型之印度潛力基金,RR5,3000,19000,0.15789473684210525
312871,55,野村雙印傘型之印尼潛力基金,RR5,3000,19000,0.15789473684210525
312871,57,野村亞太複合高收益債基金-月配型新臺幣計價,RR4,0,19000,0.0
312871,67,野村歐洲中小成長基金-累積類型新臺幣計價,RR4,3000,19000,0.15789473684210525
312874,20,野村環球基金-新臺幣計價,RR4,10000,50000,0.2
312874,37,野村全球生技醫療基金,RR4,20000,50000,0.4
312874,46,野村新興傘型之大俄羅斯基金,RR5,10000,50000,0.2
312874,48,野村中國機會基金,RR5,10000,50000,0.2
312876,7,野村中小基金-累積類型,RR5,8000,214000,0.037383177570093455
312876,37,野村全球生技醫療基金,RR4,6000,214000,0.028037383177570093
312876,48,野村中國機會基金,RR5,200000,214000,0.9345794392523364
312883,18,野村台灣運籌基金,RR4,3000,12000,0.25
312883,19,野村鴻運基金,RR4,3000,12000,0.25
312883,37,野村全球生技醫療基金,RR4,6000,12000,0.5
