Date,AGG,BND,BSV,BNDX,MINT,BIV,NEAR,SCHZ,FTSM,SPAB,BLV,TOTL,IUSB,GVI,ISTB,BOND,IAGG,FBND,VBND,AGGY,RAVI,ILTB,LDUR,FTSD,ULST,FLTB,XMPT,FIBR,MINC,AGZD,NFLT,HOLD,FCOR,BYLD,KCNY,WYDE,SAGG,AGND
2016-01-15,100.461288,74.765366,75.858498,49.373657,95.09796899999999,77.16843399999999,47.578621000000005,47.997299,56.994682,26.410839000000003,78.613899,44.198254,45.467731,103.855721,46.218773,94.810486,47.48349,43.709824,45.883686,44.846138,71.652527,52.387980999999996,91.94294000000001,91.267448,38.121925,46.933056,23.403538,96.7800,44.522633,44.1348,20.965702,94.464401,42.810318,21.568542,31.290905,38.700001,32.053001,40.480591
2016-01-19,100.359863,74.673462,75.801613,49.224872999999995,95.088493,76.93020600000001,47.588142,47.978825,57.042263,26.360428000000002,78.401131,44.171154,45.399231,103.733528,46.172278999999996,94.220924,47.48349,43.54464,45.731747,44.682891999999995,71.68113699999999,52.220504999999996,91.794792,91.267448,38.112396000000004,46.721256,23.265209,96.7200,44.641987,44.292915,20.56563,94.464401,42.475052000000005,21.495935,31.205741999999997,38.700001,32.053001,40.322078999999995
2016-01-20,100.442886,74.756149,75.88691700000001,49.373657,95.088493,77.21421099999999,47.597649,48.145187,57.023235,26.415426,78.321342,44.216312,45.403778,104.024902,46.223423,93.985123,47.33847,43.673122,45.920513,45.00938,71.74781,52.202873,91.41526,91.267448,38.083771,46.947189,23.170113,96.4200,44.614449,44.116196,20.812885,94.464401,42.356945,21.4027,31.224669,39.5,32.013702,40.228813
2016-01-21,100.30452,74.71021999999999,75.905861,49.420132,95.031883,77.021812,47.588142,48.089725,57.018478,26.383343,78.48979200000001,44.207279,45.216511,103.977913,46.181599,93.849014,47.502182,43.558407,45.791603,44.891476000000004,71.719215,52.185249,91.313423,91.267448,38.140999,47.003662,23.291151,96.4700,44.467545,44.209225,20.753206,94.464401,42.665852,21.454698999999998,31.27198,39.5,32.013702,40.20084
2016-01-22,100.37829599999999,74.682671,75.782661,49.317852,95.069649,76.93020600000001,47.55011,48.034275,57.018478,26.342097999999996,78.410004,44.162136,45.321571,103.90271800000001,46.158337,94.166504,47.427353000000004,43.792427,45.745564,44.900528,71.766838,52.202873,91.35045600000001,91.267448,38.140999,46.890705,23.39489,96.6100,44.577723999999996,44.31152,20.889626999999997,94.464401,42.538651,21.496824,31.290905,38.988997999999995,32.013702,40.266125
2016-01-25,100.32296,74.682671,75.773193,49.438728000000005,95.069649,76.966858,47.588142,48.006546,56.99944300000001,26.300852000000003,78.312485,44.18922,45.234798,103.921516,46.190899,94.366035,47.436718,43.923645,45.727154,44.918728,71.671585,52.343914,91.81333199999999,91.267448,38.140999,47.097805,23.308436999999998,96.7100,44.585388,44.153187,21.06016,94.514122,42.427818,21.622329999999998,31.27198,38.990002000000004,32.013702,40.326832
2016-01-26,100.452072,74.792877,75.858498,49.401546,95.09796899999999,77.049309,47.559593,48.080490000000005,57.018478,26.374184000000003,78.44547299999999,44.198254,45.549946000000006,104.053062,46.218773,94.50212900000001,47.436718,44.031017,45.782394000000004,44.909637,71.738281,52.520203,91.60964200000001,91.267448,38.140999,47.06015,23.403538,96.7900,44.594574,44.181118,21.017529999999997,94.514122,42.420547,21.622329999999998,31.309829999999998,38.984001,32.013702,40.326832
2016-01-27,100.470543,74.792877,75.867958,49.550315999999995,95.09796899999999,77.140938,47.559593,48.098965,56.970856000000005,26.351260999999997,78.197273,44.216312,45.449455,104.062485,46.20948,94.45674100000001,47.530254,44.10368,45.828438,44.864178,71.709671,52.387980999999996,91.83183299999999,91.267448,38.064709,47.098778,23.38625,96.8300,44.539402,44.153187,20.949312,94.514122,42.534431,21.640257000000002,31.347675,38.93,32.102135,40.40155
2016-01-28,100.55351999999999,74.848015,75.92482,49.652596,95.088493,77.232574,47.559593,48.117474,57.018478,26.360428000000002,78.51638,44.288563,45.508839,104.024902,46.279198,94.638153,47.782829,44.048491999999996,45.879073999999996,45.057815999999995,71.662056,52.396812,91.23938000000001,91.360519,38.064709,47.157166,23.5851,96.9700,44.603802,44.041396999999996,21.008999,94.514122,42.614585999999996,21.667157999999997,31.309829999999998,38.749001,32.102135,40.336159
2016-01-29,100.848671,75.06841999999999,76.010124,49.810665,95.079063,77.489075,47.578621000000005,48.209888,57.008945,26.429176000000002,78.75573,44.32468,45.632149,104.241066,46.316395,95.227692,47.764114,44.269188,46.104683,45.036922,71.662056,52.67889,91.887383,91.593613,38.121925,47.145863,23.567806,97.2500,44.612988,44.004131,21.06016,94.514122,42.614585999999996,21.667157999999997,31.357143,38.189999,32.102135,39.906563
2016-02-01,100.726669,74.916061,75.947639,49.80695,95.092316,77.276123,47.599552,48.138870000000004,57.008945,26.402996,78.623848,44.287296000000005,45.696365,104.056595,46.36488,95.064125,47.520885,44.20023,46.012596,45.06419,71.58757,52.521328000000004,91.952339,91.593613,38.137989000000005,47.117622,23.693647,96.7800,44.658989,44.041396999999996,21.062712,94.514122,42.835049,21.676121,31.224669,38.200001,31.905615,40.158703
2016-02-02,101.031654,75.173767,76.118431,49.890705,95.120651,77.670959,47.590057,48.222198,57.008945,26.49025,79.45108,44.350666,45.792698,104.386024,46.420821999999994,95.24588,47.492828,44.149646999999995,46.252003,45.236923,71.73054499999999,53.113944999999994,91.571968,91.360786,38.176140000000004,47.2589,23.7544,96.8900,44.67738,44.041396999999996,21.055891,94.514122,42.689296999999996,21.66573,31.205741999999997,38.200001,31.905615,39.990601
2016-02-03,101.0224,75.229004,76.16585500000001,49.965168,95.130089,77.735237,47.599552,48.268496999999996,57.056553,26.513214,79.17536899999999,44.368767,45.742249,104.395432,46.420821999999994,94.91873199999999,47.502182,44.186432,46.266735,45.123272,71.77822900000001,53.06086,91.683296,91.407364,38.147529999999996,47.218403,23.745729,96.7800,44.732566999999996,43.864418,20.940784,94.514122,42.816829999999996,21.634293,31.376065999999998,38.561001,31.827002,39.906563
2016-02-04,101.124062,75.28424100000001,76.21333299999999,49.965168,95.092316,77.808693,47.580521000000005,48.333321000000005,56.989899,26.549963,79.477791,44.414043,45.778938000000004,104.621338,46.350903,94.982353,47.642509000000004,44.05769,46.293449,45.244194,71.82589,52.768986,91.69255799999999,91.41667199999999,38.147529999999996,47.211811,23.806476999999997,96.8200,44.71418,43.864418,21.032873000000002,94.514122,42.589085,21.634293,31.546378999999998,38.561001,31.827002,39.906563
